Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ding, J., Wen, C., Li, G., Tu, P., Ji, D., Zou, Y., Huang, J.","57191904975;7201366998;16319316200;57203835394;57190841528;57193607684;55540131300;","Target Controllability in Multilayer Networks via Minimum-Cost Maximum-Flow Method",2021,"IEEE Transactions on Neural Networks and Learning Systems","32","5","9115831","1949","1962",,,"10.1109/TNNLS.2020.2995596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105592045&doi=10.1109%2fTNNLS.2020.2995596&partnerID=40&md5=dcd892c28ff309ea1ea7aeab903d0c16",Article,"Final","",Scopus,2-s2.0-85105592045
"Nonaka, E., Kuparinen, A.","8863010700;16029152600;","A modified niche model for generating food webs with stage-structured consumers: The stabilizing effects of life-history stages on complex food webs",2021,"Ecology and Evolution","11","9",,"4101","4125",,,"10.1002/ece3.7309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103299848&doi=10.1002%2fece3.7309&partnerID=40&md5=5153b1b1c00522ebe1465523c6fcd8e7",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103299848
"Núñez-Carpintero, I., Petrizzelli, M., Zinovyev, A., Cirillo, D., Valencia, A.","57222038340;57205722666;6506935065;55257048700;16308427600;","The multilayer community structure of medulloblastoma",2021,"iScience","24","4","102365","","",,,"10.1016/j.isci.2021.102365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104067204&doi=10.1016%2fj.isci.2021.102365&partnerID=40&md5=6c8f0da5b89caf7a431a1e49381621ca",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85104067204
"Han, J., Tang, X., Yu, L.","56996376400;57215578466;8983968500;","Research on identification of potential partnership based on link prediction with multilayer networks",2021,"Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice","41","4",,"1049","1060",,,"10.12011/SETP2020-0032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106347418&doi=10.12011%2fSETP2020-0032&partnerID=40&md5=d20db4041c6d27a1f8bb3c7c706f58c3",Article,"Final","",Scopus,2-s2.0-85106347418
"Chen, T.H.Y.","57222082274;","Statistical inference for multilayer networks in political science",2021,"Political Science Research and Methods","9","2",,"380","397",,,"10.1017/psrm.2019.49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103063354&doi=10.1017%2fpsrm.2019.49&partnerID=40&md5=2f57f4f8d723b6c10bb267c3de23f3ce",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85103063354
"Brownlow, L.C., Goodrum, C.J., Sypniewski, M.J., Coller, J.A., Singer, D.J.","57222153660;57196487298;57195242845;57195965866;12242940800;","A multilayer network approach to vulnerability assessment for early-stage naval ship design programs",2021,"Ocean Engineering","225",,"108731","","",,,"10.1016/j.oceaneng.2021.108731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101720419&doi=10.1016%2fj.oceaneng.2021.108731&partnerID=40&md5=7ca766de1e06d228a8a74080d89f3dee",Article,"Final","",Scopus,2-s2.0-85101720419
"Kosztyán, Z.T., Fehérvölgyi, B., Csizmadia, T., Kerekes, K.","22333886900;57221905302;6507379059;56067003400;","Investigating collaborative and mobility networks: reflections on the core missions of universities",2021,"Scientometrics","126","4",,"3551","3564",,,"10.1007/s11192-021-03865-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100553649&doi=10.1007%2fs11192-021-03865-7&partnerID=40&md5=bc360cea2586a027f7cdeee5832fc997",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85100553649
"de Campos Souza, P.V., Torres, L.C.B.","57203003419;55418917500;","Extreme Wavelet Fast Learning Machine for Evaluation of the Default Profile on Financial Transactions",2021,"Computational Economics","57","4",,"1263","1285",,,"10.1007/s10614-020-10018-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088528961&doi=10.1007%2fs10614-020-10018-0&partnerID=40&md5=3c6a0095c126ab56c33e474baac02165",Article,"Final","",Scopus,2-s2.0-85088528961
"Ma, J., Sun, Z., Zhang, Y., Xu, X., Zhao, R., Cai, M., Li, S.","56808402600;57223110069;57195435322;57210729353;57222549530;57223113374;57200701751;","Traffic dynamics on multilayer networks with two logical layers",2021,"International Journal of Modern Physics B","35","7","2150109","","",,,"10.1142/S0217979221501095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104878440&doi=10.1142%2fS0217979221501095&partnerID=40&md5=688682496d2b2231a9ab994cab0b3719",Article,"Final","",Scopus,2-s2.0-85104878440
"Nguyen, N.-L., Wang, M.-H., Dai, Y.-C., Dow, C.-R.","57211211983;56582853900;57219975200;35611060200;","Understanding malicious accounts in online political discussions: A multilayer network approach",2021,"Sensors","21","6","2183","1","24",,,"10.3390/s21062183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102690424&doi=10.3390%2fs21062183&partnerID=40&md5=bd821cbd2111444fa9401f3b3e6978b6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102690424
"Chen, W., Qu, S., Jiang, M., Jiang, C.","57212625483;57220547874;57208655861;56591090400;","The construction of multilayer stock network model",2021,"Physica A: Statistical Mechanics and its Applications","565",,"125608","","",,,"10.1016/j.physa.2020.125608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097341916&doi=10.1016%2fj.physa.2020.125608&partnerID=40&md5=ad9faa68e718e49fd57ebde88f20121e",Article,"Final","",Scopus,2-s2.0-85097341916
"Gao, Z.-K., Liu, M.-X., Dang, W.-D., Ma, C., Hou, L.-H., Hong, X.-L.","24921442300;57205404697;57102963900;55535798600;57212931911;57205401449;","Multilayer limited penetrable visibility graph for characterizing the gas-liquid flow behavior",2021,"Chemical Engineering Journal","407",,"127229","","",,,"10.1016/j.cej.2020.127229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092530316&doi=10.1016%2fj.cej.2020.127229&partnerID=40&md5=dbc24328ccb6554444316a479872073c",Article,"Final","",Scopus,2-s2.0-85092530316
"Maertens, T., Schöll, E., Ruiz, J., Hövel, P.","57219689333;7005391660;57213163118;14056159100;","Multilayer network analysis of C. elegans: Looking into the locomotory circuitry",2021,"Neurocomputing","427",,,"238","261",,,"10.1016/j.neucom.2020.11.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098199934&doi=10.1016%2fj.neucom.2020.11.015&partnerID=40&md5=57923aeb7963f937f6e4b664a7770f31",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85098199934
"Zhang, Y., Li, Y., Li, M., Ma, J., Qi, Z.","57195435322;57212661320;57217070489;56808402600;57189727550;","An efficient resource allocation strategy for multilayer networks",2021,"International Journal of Modern Physics B","35","5","2150073","","",,,"10.1142/S0217979221500739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100605804&doi=10.1142%2fS0217979221500739&partnerID=40&md5=bd56cd01f310033c48b6062f3ef4f375",Article,"Final","",Scopus,2-s2.0-85100605804
"Ma, J., Li, M., Li, Y., Xu, X., Han, W., Dong, Z., Qi, Z.","56808402600;57217070489;57212661320;57210729353;7401899864;36655565600;57189727550;","An efficient improved routing strategy for multilayer networks",2021,"Modern Physics Letters B","35","4","2150078","","",,,"10.1142/S0217984921500780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097428740&doi=10.1142%2fS0217984921500780&partnerID=40&md5=1fd095ef0d20c096b3e0b819a48abba0",Article,"Final","",Scopus,2-s2.0-85097428740
"de Boer, N.S., de Bruin, L.C., Geurts, J.J.G., Glas, G.","57222051209;35147620200;26643174700;6603634239;","The Network Theory of Psychiatric Disorders: A Critical Assessment of the Inclusion of Environmental Factors",2021,"Frontiers in Psychology","12",,"623970","","",,,"10.3389/fpsyg.2021.623970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101071497&doi=10.3389%2ffpsyg.2021.623970&partnerID=40&md5=473be905c066f57fec552f3aa55581ef",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85101071497
"Williamson, B.J., De Domenico, M., Kadis, D.S.","57194017951;26537490500;6507345160;","Multilayer Connector Hub Mapping Reveals Key Brain Regions Supporting Expressive Language",2021,"Brain Connectivity","11","1",,"45","55",,,"10.1089/brain.2020.0776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101574886&doi=10.1089%2fbrain.2020.0776&partnerID=40&md5=b643928a880cea05359e9e759aa8dd9e",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85101574886
"Wang, L., Li, S., Wang, W., Yang, W., Wang, H.","57207492716;57224918392;57221910094;57204045540;57211965390;","A bank liquidity multilayer network based on media emotion",2021,"European Physical Journal B","94","2","45","","",,,"10.1140/epjb/s10051-020-00017-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100566564&doi=10.1140%2fepjb%2fs10051-020-00017-3&partnerID=40&md5=d042daa8fe9f377d86cb899e99432b68",Article,"Final","",Scopus,2-s2.0-85100566564
"Jovanovski, P., Tomovski, I., Kocarev, L.","57195771780;14063909100;57206214812;","Modeling the spread of multiple contagions on multilayer networks",2021,"Physica A: Statistical Mechanics and its Applications","563",,"125410","","",,,"10.1016/j.physa.2020.125410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092671305&doi=10.1016%2fj.physa.2020.125410&partnerID=40&md5=b43ed74cf0ec0ab327daa03aa2ef8b33",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85092671305
"Fu, X.","57396303400;","Research and Application of Ancient Chinese Pattern Restoration Based on Deep Convolutional Neural Network",2021,"Computational Intelligence and Neuroscience","2021",,"2691346","","",,,"10.1155/2021/2691346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122228750&doi=10.1155%2f2021%2f2691346&partnerID=40&md5=779df37caa0dd1962000dc171c2dc870",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122228750
"Roozbahani, Z., Rezaeenour, J., Katanforoush, A., Jalaly Bidgoly, A.","57217852653;35622495300;6507990782;57201735991;","Personalization of the collaborator recommendation system in multi-layer scientific social networks: A case study of ResearchGate",2021,"Expert Systems",,,,"","",,,"10.1111/exsy.12932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122126697&doi=10.1111%2fexsy.12932&partnerID=40&md5=93846b06e6fd19692f9cb990a63e9cf6",Article,"Article in Press","",Scopus,2-s2.0-85122126697
"Guo, W., Zhang, K., Wei, X., Liu, M.","57221630360;57221087636;57383842000;57315220400;","Short-Term Load Forecasting Method Based on Deep Reinforcement Learning for Smart Grid",2021,"Mobile Information Systems","2021",,"8453896","","",,,"10.1155/2021/8453896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121593744&doi=10.1155%2f2021%2f8453896&partnerID=40&md5=9b92defd5ebb2ccf02b9d69b68046de6",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85121593744
"Sasou, A.","6506732683;","Deep Residual Learning with Dilated Causal Convolution Extreme Learning Machine",2021,"IEEE Access","9",,,"165708","165718",,,"10.1109/ACCESS.2021.3134700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121338851&doi=10.1109%2fACCESS.2021.3134700&partnerID=40&md5=5e64d538b4337c045a8cc73bd60da070",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85121338851
"Nagy, L., Ruppert, T., Abonyi, J.","56817942000;57203063137;7003663899;","Ontology-Based Analysis of Manufacturing Processes: Lessons Learned from the Case Study of Wire Harness Production",2021,"Complexity","2021",,"8603515","","",,,"10.1155/2021/8603515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120504982&doi=10.1155%2f2021%2f8603515&partnerID=40&md5=27c830fd716859158f09fdfb8154e794",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120504982
"He, C., Fei, X., Cheng, Q., Li, H., Hu, Z., Tang, Y.","36100144400;7005967056;57219941102;57189238058;57195552712;34969635100;","A Survey of Community Detection in Complex Networks Using Nonnegative Matrix Factorization",2021,"IEEE Transactions on Computational Social Systems",,,,"","",,,"10.1109/TCSS.2021.3114419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119583447&doi=10.1109%2fTCSS.2021.3114419&partnerID=40&md5=620f9f4c8c245523026bc4c0b3e7b46a",Article,"Article in Press","",Scopus,2-s2.0-85119583447
"Cao, J., Ma, J., Huang, D., Yu, P.","56460590000;57222466921;57222468335;55157261900;","Finding the optimal multilayer network structure through reinforcement learning in fault diagnosis",2021,"Measurement: Journal of the International Measurement Confederation",,,"110377","","",,,"10.1016/j.measurement.2021.110377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119429715&doi=10.1016%2fj.measurement.2021.110377&partnerID=40&md5=1303f95bcc598534a62cb1e436501915",Article,"Article in Press","",Scopus,2-s2.0-85119429715
"Billio, M., Casarin, R., Costola, M., Iacopini, M.","55904339600;8976184700;56705512500;57217592674;","COVID-19 spreading in financial networks: A semiparametric matrix regression model",2021,"Econometrics and Statistics",,,,"","",,,"10.1016/j.ecosta.2021.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119211979&doi=10.1016%2fj.ecosta.2021.10.003&partnerID=40&md5=d451971bedbf08dc04d878e5f3ec624b",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85119211979
"Xu, Y., Wu, X., Wan, X., Ji, H., Zhou, S.","36081388600;14064177100;57222325140;57325551900;57325927000;","Finite-time quasi-synchronization of stochastic multilayer networks with energy consumption estimation",2021,"IEEE Transactions on Circuits and Systems II: Express Briefs",,,,"","",,,"10.1109/TCSII.2021.3124997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118617901&doi=10.1109%2fTCSII.2021.3124997&partnerID=40&md5=98d448388697e764a17c99dc54e33acb",Article,"Article in Press","",Scopus,2-s2.0-85118617901
"Ma, X., Zhou, H., Li, Z.","57222068519;57226394429;57092376600;","Optimal Design for Interdependencies between Hydrogen and Power Systems",2021,"IEEE Transactions on Industry Applications",,,,"","",,,"10.1109/TIA.2021.3122401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118590116&doi=10.1109%2fTIA.2021.3122401&partnerID=40&md5=58d8eac1d41591280e40fe8f2672b280",Article,"Article in Press","",Scopus,2-s2.0-85118590116
"Wu, E.Q., Tang, Z., Yao, Y., Qiu, X., Deng, P., Xiong, P., Song, A., Zhu, L., Zhou, M.","57204856630;57205300113;57325227700;57211558532;57203899938;55273936100;57226600499;55245820100;57347377700;","Scalable Gamma-Driven Multilayer Network for Brain Workload Detection Through Functional Near-Infrared Spectroscopy",2021,"IEEE Transactions on Cybernetics",,,,"","",,,"10.1109/TCYB.2021.3116964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118585201&doi=10.1109%2fTCYB.2021.3116964&partnerID=40&md5=c92d6201ca24d681805f179d02f578df",Article,"Article in Press","",Scopus,2-s2.0-85118585201
"Lyu, R., Zhang, M., Wang, X.-J., Wang, T.-J.","57226746278;57221262062;18038686800;57303661200;","Recovery strategy of multilayer network against cascading failure",2021,"International Journal of Modern Physics C",,,"2250039","","",,,"10.1142/S0129183122500395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117599120&doi=10.1142%2fS0129183122500395&partnerID=40&md5=25ec4fbe41b170b1d4898df96cfd350a",Article,"Article in Press","",Scopus,2-s2.0-85117599120
"Tang, F., Wang, C., Wang, Y., Su, J.","57200388530;57204967568;55734079300;57193083326;","Link prediction for multilayer networks using interlayer structural information",2021,"International Journal of Modern Physics C",,,"2250003","","",,,"10.1142/S0129183122500036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117217346&doi=10.1142%2fS0129183122500036&partnerID=40&md5=3a3a5484ccb84af35ca22aabef811f2a",Article,"Article in Press","",Scopus,2-s2.0-85117217346
"Shmeleva, T.R., Owsiński, J.W., Lawan, A.A.","35604380200;57295330700;57193170933;","Deep learning on Sleptsov nets",2021,"International Journal of Parallel, Emergent and Distributed Systems","36","6",,"535","548",,,"10.1080/17445760.2021.1945055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117006595&doi=10.1080%2f17445760.2021.1945055&partnerID=40&md5=c4ab992dac2f85b683e951f84379f7f9",Article,"Final","",Scopus,2-s2.0-85117006595
"Li, Y., Xie, J., Xia, M., Li, Q., Li, M., Guo, L., Zhang, Z.","57277041700;57276700800;57208396852;57219269805;57250196700;57224652736;57219029487;","Dynamic Resource Pricing and Allocation in Multilayer Satellite Network",2021,"Computers, Materials and Continua","69","3",,"3619","3628",,,"10.32604/cmc.2021.016187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115907703&doi=10.32604%2fcmc.2021.016187&partnerID=40&md5=754ec069d6db183c282aac086d93467e",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85115907703
"Luo, J., Wu, L., Liu, D., Xiong, Z., Wang, L., Qian, X., Sun, X.","57266540200;55714276000;48061236100;57266082700;57265854100;8888551300;55727869600;","Gene regulatory network analysis identifies key genes and regulatory mechanisms involved in acute myocardial infarction using bulk and single cell RNA-seq data",2021,"Mathematical Biosciences and Engineering","18","6",,"7774","7789",,,"10.3934/mbe.2021386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115443648&doi=10.3934%2fmbe.2021386&partnerID=40&md5=5a8d2d0102ab6c41157d187d36808597",Article,"Final","",Scopus,2-s2.0-85115443648
"Yang, W., Li, C., Yu, Y., Zhong, M.","57226481475;16199844600;57201253460;57260790300;","Research on Importance Evaluation of Complex Product Parts Based on Multilayer Complex Network",2021,"Discrete Dynamics in Nature and Society","2021",,"7185830","","",,,"10.1155/2021/7185830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115032301&doi=10.1155%2f2021%2f7185830&partnerID=40&md5=56e595f42e0feeb21b78eef651b1d7b7",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115032301
"Chattopadhyay, S., Dai, H., Eun, D.Y.","57189046693;57210286668;6603631181;","Controlling Metastable Infection Patterns in Multilayer Networks via Interlink Design",2021,"IEEE Transactions on Network Science and Engineering","8","4",,"3242","3256",,,"10.1109/TNSE.2021.3108075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113870251&doi=10.1109%2fTNSE.2021.3108075&partnerID=40&md5=0b89799160fab815911b580c04cc65a3",Article,"Final","",Scopus,2-s2.0-85113870251
"George, J.S., Paul, S.K., Dhawale, R.","57209969143;57158262100;57204874516;","Multilayer network structure and city size: A cross-sectional analysis of global cities to detect the correlation between street and terrain",2021,"Environment and Planning B: Urban Analytics and City Science",,,,"","",,,"10.1177/23998083211039853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113503577&doi=10.1177%2f23998083211039853&partnerID=40&md5=d79816db6e4562e7333e7fff0e6d1b6d",Article,"Article in Press","",Scopus,2-s2.0-85113503577
"Ren, Y., Sarkar, A., Veltri, P., Ay, A., Dobra, A., Kahveci, T.","57188694367;57192986630;15766584600;36807941500;10739776200;6602549479;","Pattern discovery in multilayer networks",2021,"IEEE/ACM Transactions on Computational Biology and Bioinformatics",,,,"","",,,"10.1109/TCBB.2021.3105001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113196037&doi=10.1109%2fTCBB.2021.3105001&partnerID=40&md5=61a66dd1aab644a84edf71ad9a787b6d",Article,"Article in Press","",Scopus,2-s2.0-85113196037
"K, V.R., Katukuri, M., Jagarapu, M.","57226546359;56703501800;57226549474;","CIM: clique-based heuristic for finding influential nodes in multilayer networks",2021,"Applied Intelligence",,,,"","",,,"10.1007/s10489-021-02656-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111915259&doi=10.1007%2fs10489-021-02656-0&partnerID=40&md5=02ce2d4e66fc3e6e751cfecc1edfef3e",Article,"Article in Press","",Scopus,2-s2.0-85111915259
"Kulvicius, T., Herzog, S., Tamosiunaite, M., Worgotter, F.","10540924300;36164177200;10540148500;7003438923;","Finding Optimal Paths Using Networks Without Learning--Unifying Classical Approaches",2021,"IEEE Transactions on Neural Networks and Learning Systems",,,,"","",,,"10.1109/TNNLS.2021.3089023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111567845&doi=10.1109%2fTNNLS.2021.3089023&partnerID=40&md5=fdc4c3c73be91b861f254fd28315e0bc",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85111567845
"Wu, K., Wang, C., Liu, J.","56693397800;57222581312;57258732400;","Evolutionary Multitasking Multilayer Network Reconstruction",2021,"IEEE Transactions on Cybernetics",,,,"","",,,"10.1109/TCYB.2021.3090769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110792126&doi=10.1109%2fTCYB.2021.3090769&partnerID=40&md5=c0a803f2eeb658b23f2822db04506ec3",Article,"Article in Press","",Scopus,2-s2.0-85110792126
"Jiang, L., Tang, L., Jinhu, L.Ü.","57224824173;51663972300;57225266864;","Controllability of multilayer networks",2021,"Asian Journal of Control",,,,"","",,,"10.1002/asjc.2561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108332117&doi=10.1002%2fasjc.2561&partnerID=40&md5=8d795bcbeaeb73d04ff467bac22793cc",Article,"Article in Press","",Scopus,2-s2.0-85108332117
"Kumar, R., Singh, A., Bala, M.","57223106596;57194734506;57215488633;","A secure and robust multilayer network with optimum inter layer links under budget constraints",2021,"Multimedia Tools and Applications",,,,"","",,,"10.1007/s11042-021-11110-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108243492&doi=10.1007%2fs11042-021-11110-9&partnerID=40&md5=e09fb4b231bc41d11317cb7b5a36bfc8",Article,"Article in Press","",Scopus,2-s2.0-85108243492
"Magnani, M., Rossi, L., Vega, D.","35280406800;57129073400;42962638900;","Analysis of multiplex social networks with r",2021,"Journal of Statistical Software","98",,"8","","",,,"10.18637/jss.v098.i08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108233585&doi=10.18637%2fjss.v098.i08&partnerID=40&md5=4d25fc5e91095af1667665f051b4ca31",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108233585
"Li, L., Fan, Y., Zeng, A., Di, Z.","57202332607;57193319497;36060573400;7003734499;","Understanding the Anticontagion Process and Reopening of China during COVID-19 via Coevolution Network of Epidemic and Awareness",2021,"Complexity","2021",,"6623427","","",,,"10.1155/2021/6623427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107151855&doi=10.1155%2f2021%2f6623427&partnerID=40&md5=b1e5bf2e70c8a721a8df91258c61fa63",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85107151855
"Bogatenko, T.R., Bukh, A.V., Strelkova, G.I.","57202979250;57193423875;6603074246;","Peculiarities of synchronization in a two-layer network of chaotic maps with inhomogeneous interlayer coupling",2021,"Russian Journal of Nonlinear Dynamics","17","1",,"103","117",,,"10.20537/ND210108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105214747&doi=10.20537%2fND210108&partnerID=40&md5=e8b6ffaf931ad5278cb95e3a1f933ee1",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85105214747
"Yan, G., Li, Z., Luo, H., Wang, Y., Chang, W., Yang, M., Su, R., Liu, N.","14827497200;57225184439;57225855231;57218687665;56654619700;57222709343;57222708441;57225860751;","Multilayer Network Representation Learning Method Based on Random Walk of Multiple Information",2021,"IEEE Access","9",,"9393359","53178","53189",,,"10.1109/ACCESS.2021.3070318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103784307&doi=10.1109%2fACCESS.2021.3070318&partnerID=40&md5=217c7489ce67602ecd8d6debc1524415",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85103784307
"Markina-Khusid, A., B. Jacobs, R., Antul, L., Cho, L., T. Tran, H.","57194157985;57222708866;57202925163;57202923337;57222712612;","A Complex Network Framework for Validated Assessments of Systems of Systems Robustness",2021,"IEEE Systems Journal",,,,"","",,,"10.1109/JSYST.2021.3064817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103766125&doi=10.1109%2fJSYST.2021.3064817&partnerID=40&md5=be3f476872ed8d1498a59295d0d2bac6",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85103766125
"Cuenca, E., Sallaberry, A., Ienco, D., Poncelet, P.","57200372107;24830653800;25027558600;7005829745;","VERTIGo: a Visual Platform for Querying and Exploring Large Multilayer Networks",2021,"IEEE Transactions on Visualization and Computer Graphics",,,,"","",,,"10.1109/TVCG.2021.3067820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103262038&doi=10.1109%2fTVCG.2021.3067820&partnerID=40&md5=6ed2f675149a5263543ee1c87684abaa",Article,"Article in Press","",Scopus,2-s2.0-85103262038
"Wehmuth, K., Ziviani, A., Costa, L.C., Da Silva, A.P.C., Vieira, A.B.","55207253700;55890915400;57195638028;35182777600;35079585800;","You Shall Not Pass: Avoiding Spurious Paths in Shortest-Path Based Centralities in Multidimensional Complex Networks",2021,"IEEE Transactions on Network Science and Engineering","8","1","9222291","138","148",,,"10.1109/TNSE.2020.3030749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102980258&doi=10.1109%2fTNSE.2020.3030749&partnerID=40&md5=14779d081c4489834e2ce0e5a9300887",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85102980258
"Ding, R., Zhang, Y., Zhang, T., Ma, C.","56982456600;57221818300;57226045006;57221820398;","Development of a Complex Network-Based Integrated Multilayer Urban Growth and Optimisation Model for an Efficient Urban Traffic Network",2021,"Complexity","2021",,"3467485","","",,,"10.1155/2021/3467485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100294066&doi=10.1155%2f2021%2f3467485&partnerID=40&md5=84c7b02bce9c952a1d077418df063f1a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85100294066
"Gu, Q.-Y., Ju, C.-H., Zhang, S.-Z.","57216259664;25421802900;57216684440;","An epidemic model integrated with migration restriction and bilayer metapopulation network [融入迁移限制与双层集合种群网络的传染病模型]",2021,"Kongzhi Lilun Yu Yingyong/Control Theory and Applications","38","1",,"121","129",,,"10.7641/CTA.2020.00293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100249095&doi=10.7641%2fCTA.2020.00293&partnerID=40&md5=7e67a890743d306fbcbe877ec4e669b8",Article,"Final","",Scopus,2-s2.0-85100249095
"Gallop, M., Minhas, S.","55747136500;57189269240;","A network approach to measuring state preferences",2021,"Network Science",,,,"","",,,"10.1017/nws.2020.44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100047378&doi=10.1017%2fnws.2020.44&partnerID=40&md5=820d6a601410977e0cb9cc3992e42b3f",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85100047378
"Wang, X.","57221530671;","Rigorous Modeling of Solubility of Acid in Supercritical Carbon Dioxide Using Connectionist approach: Comparison between ANN and density based modeling",2021,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",,,,"","",,,"10.1080/15567036.2020.1871445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099338886&doi=10.1080%2f15567036.2020.1871445&partnerID=40&md5=0125c38252dde47be581f4bd97a193e7",Article,"Article in Press","",Scopus,2-s2.0-85099338886
"Bezerra, F.E., Santos, L.C., Dias, C.G., Pereira, F.H.","57203308244;57221399146;7102469324;14071923600;","A computational approach to forecasting and minimizing electricity costs in the short-term market for distributors in Brazil",2021,"Engineering Review","41","3",,"","",,,"10.30765/ER.1529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099020318&doi=10.30765%2fER.1529&partnerID=40&md5=427ba354e0003cb724c26923868649f4",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099020318
